Date,Country,City,Industry Sector,Accident Level,Potential Accident Level,Gender,Employee Type,Critical Risk,Description,Year,Month,Day,POS_Tags,Tokenized Text,Uni-grams,Bi-grams,Tri-grams
2016-02-21,Country_01,Local_01,Mining,III,IV,Male,Third Party,Others,worker yaranga working barretilla stop level unloading metal mesh basket ampoloader operator juan barretilla embedded safety boot reacting immediately worker removing limb force managing release foot producing wound right foot,2016,2,Sunday,"[('worker', 'NN'), ('yaranga', 'NN'), ('working', 'VBG'), ('barretilla', 'NN'), ('stop', 'VB'), ('level', 'NN'), ('unloading', 'VBG'), ('metal', 'JJ'), ('mesh', 'NN'), ('basket', 'NN'), ('ampoloader', 'NN'), ('operator', 'NN'), ('juan', 'JJ'), ('barretilla', 'NN'), ('embedded', 'VBD'), ('safety', 'NN'), ('boot', 'NN'), ('reacting', 'VBG'), ('immediately', 'RB'), ('worker', 'NN'), ('removing', 'VBG'), ('limb', 'JJ'), ('force', 'NN'), ('managing', 'VBG'), ('release', 'JJ'), ('foot', 'NN'), ('producing', 'VBG'), ('wound', 'NN'), ('right', 'JJ'), ('foot', 'NN')]","['worker', 'yaranga', 'working', 'barretilla', 'stop', 'level', 'unloading', 'metal', 'mesh', 'basket', 'ampoloader', 'operator', 'juan', 'barretilla', 'embedded', 'safety', 'boot', 'reacting', 'immediately', 'worker', 'removing', 'limb', 'force', 'managing', 'release', 'foot', 'producing', 'wound', 'right', 'foot']","['worker', 'yaranga', 'working', 'barretilla', 'stop', 'level', 'unloading', 'metal', 'mesh', 'basket', 'ampoloader', 'operator', 'juan', 'barretilla', 'embedded', 'safety', 'boot', 'reacting', 'immediately', 'worker', 'removing', 'limb', 'force', 'managing', 'release', 'foot', 'producing', 'wound', 'right', 'foot']","['worker yaranga', 'yaranga working', 'working barretilla', 'barretilla stop', 'stop level', 'level unloading', 'unloading metal', 'metal mesh', 'mesh basket', 'basket ampoloader', 'ampoloader operator', 'operator juan', 'juan barretilla', 'barretilla embedded', 'embedded safety', 'safety boot', 'boot reacting', 'reacting immediately', 'immediately worker', 'worker removing', 'removing limb', 'limb force', 'force managing', 'managing release', 'release foot', 'foot producing', 'producing wound', 'wound right', 'right foot']","['worker yaranga working', 'yaranga working barretilla', 'working barretilla stop', 'barretilla stop level', 'stop level unloading', 'level unloading metal', 'unloading metal mesh', 'metal mesh basket', 'mesh basket ampoloader', 'basket ampoloader operator', 'ampoloader operator juan', 'operator juan barretilla', 'juan barretilla embedded', 'barretilla embedded safety', 'embedded safety boot', 'safety boot reacting', 'boot reacting immediately', 'reacting immediately worker', 'immediately worker removing', 'worker removing limb', 'removing limb force', 'limb force managing', 'force managing release', 'managing release foot', 'release foot producing', 'foot producing wound', 'producing wound right', 'wound right foot']"
2016-02-20,Country_01,Local_04,Mining,V,V,Male,Third Party,Others,approximately p circumstance shotcrete launched nv bp ob b finishing launch first mixkret assistant alpha mr albertico asks operator mixkret mr jhony move mixkret access finding cockpit mixkret operator launcher team mr danon asks come team started noticed mr danon injured imprisoned team height left rear rim hastial de la labor,2016,2,Saturday,"[('approximately', 'RB'), ('p', 'JJ'), ('circumstance', 'NN'), ('shotcrete', 'NN'), ('launched', 'VBN'), ('nv', 'RB'), ('bp', 'JJ'), ('ob', 'NN'), ('b', 'NN'), ('finishing', 'VBG'), ('launch', 'NN'), ('first', 'RB'), ('mixkret', 'JJ'), ('assistant', 'NN'), ('alpha', 'NN'), ('mr', 'NN'), ('albertico', 'NN'), ('asks', 'VBZ'), ('operator', 'NN'), ('mixkret', 'JJ'), ('mr', 'NN'), ('jhony', 'NN'), ('move', 'NN'), ('mixkret', 'NN'), ('access', 'NN'), ('finding', 'VBG'), ('cockpit', 'NN'), ('mixkret', 'NN'), ('operator', 'NN'), ('launcher', 'NN'), ('team', 'NN'), ('mr', 'NN'), ('danon', 'NN'), ('asks', 'VBZ'), ('come', 'VBN'), ('team', 'NN'), ('started', 'VBD'), ('noticed', 'JJ'), ('mr', 'NN'), ('danon', 'NN'), ('injured', 'VBD'), ('imprisoned', 'JJ'), ('team', 'NN'), ('height', 'NN'), ('left', 'VBD'), ('rear', 'JJ'), ('rim', 'JJ'), ('hastial', 'NN'), ('de', 'IN'), ('la', 'FW'), ('labor', 'NN')]","['approximately', 'p', 'circumstance', 'shotcrete', 'launched', 'nv', 'bp', 'ob', 'b', 'finishing', 'launch', 'first', 'mixkret', 'assistant', 'alpha', 'mr', 'albertico', 'asks', 'operator', 'mixkret', 'mr', 'jhony', 'move', 'mixkret', 'access', 'finding', 'cockpit', 'mixkret', 'operator', 'launcher', 'team', 'mr', 'danon', 'asks', 'come', 'team', 'started', 'noticed', 'mr', 'danon', 'injured', 'imprisoned', 'team', 'height', 'left', 'rear', 'rim', 'hastial', 'de', 'la', 'labor']","['approximately', 'p', 'circumstance', 'shotcrete', 'launched', 'nv', 'bp', 'ob', 'b', 'finishing', 'launch', 'first', 'mixkret', 'assistant', 'alpha', 'mr', 'albertico', 'asks', 'operator', 'mixkret', 'mr', 'jhony', 'move', 'mixkret', 'access', 'finding', 'cockpit', 'mixkret', 'operator', 'launcher', 'team', 'mr', 'danon', 'asks', 'come', 'team', 'started', 'noticed', 'mr', 'danon', 'injured', 'imprisoned', 'team', 'height', 'left', 'rear', 'rim', 'hastial', 'de', 'la', 'labor']","['approximately p', 'p circumstance', 'circumstance shotcrete', 'shotcrete launched', 'launched nv', 'nv bp', 'bp ob', 'ob b', 'b finishing', 'finishing launch', 'launch first', 'first mixkret', 'mixkret assistant', 'assistant alpha', 'alpha mr', 'mr albertico', 'albertico asks', 'asks operator', 'operator mixkret', 'mixkret mr', 'mr jhony', 'jhony move', 'move mixkret', 'mixkret access', 'access finding', 'finding cockpit', 'cockpit mixkret', 'mixkret operator', 'operator launcher', 'launcher team', 'team mr', 'mr danon', 'danon asks', 'asks come', 'come team', 'team started', 'started noticed', 'noticed mr', 'mr danon', 'danon injured', 'injured imprisoned', 'imprisoned team', 'team height', 'height left', 'left rear', 'rear rim', 'rim hastial', 'hastial de', 'de la', 'la labor']","['approximately p circumstance', 'p circumstance shotcrete', 'circumstance shotcrete launched', 'shotcrete launched nv', 'launched nv bp', 'nv bp ob', 'bp ob b', 'ob b finishing', 'b finishing launch', 'finishing launch first', 'launch first mixkret', 'first mixkret assistant', 'mixkret assistant alpha', 'assistant alpha mr', 'alpha mr albertico', 'mr albertico asks', 'albertico asks operator', 'asks operator mixkret', 'operator mixkret mr', 'mixkret mr jhony', 'mr jhony move', 'jhony move mixkret', 'move mixkret access', 'mixkret access finding', 'access finding cockpit', 'finding cockpit mixkret', 'cockpit mixkret operator', 'mixkret operator launcher', 'operator launcher team', 'launcher team mr', 'team mr danon', 'mr danon asks', 'danon asks come', 'asks come team', 'come team started', 'team started noticed', 'started noticed mr', 'noticed mr danon', 'mr danon injured', 'danon injured imprisoned', 'injured imprisoned team', 'imprisoned team height', 'team height left', 'height left rear', 'left rear rim', 'rear rim hastial', 'rim hastial de', 'hastial de la', 'de la labor']"
2016-02-15,Country_02,Local_05,Metals,I,II,Male,Employee,Others,employee clearing pipe tapped right thumb flange causing little trauma,2016,2,Monday,"[('employee', 'NN'), ('clearing', 'VBG'), ('pipe', 'NN'), ('tapped', 'VBD'), ('right', 'JJ'), ('thumb', 'NN'), ('flange', 'NN'), ('causing', 'VBG'), ('little', 'JJ'), ('trauma', 'NN')]","['employee', 'clearing', 'pipe', 'tapped', 'right', 'thumb', 'flange', 'causing', 'little', 'trauma']","['employee', 'clearing', 'pipe', 'tapped', 'right', 'thumb', 'flange', 'causing', 'little', 'trauma']","['employee clearing', 'clearing pipe', 'pipe tapped', 'tapped right', 'right thumb', 'thumb flange', 'flange causing', 'causing little', 'little trauma']","['employee clearing pipe', 'clearing pipe tapped', 'pipe tapped right', 'tapped right thumb', 'right thumb flange', 'thumb flange causing', 'flange causing little', 'causing little trauma']"
2016-02-18,Country_02,Local_05,Metals,I,III,Male,Third Party (Remote),Pressed,replacing telescopic expansion joint hdpe pipe storm drainage pumping system report piece involuntarily moved positioned holder pressing finger holder causing wound right chemo,2016,2,Thursday,"[('replacing', 'VBG'), ('telescopic', 'JJ'), ('expansion', 'NN'), ('joint', 'NN'), ('hdpe', 'NN'), ('pipe', 'NN'), ('storm', 'NN'), ('drainage', 'NN'), ('pumping', 'VBG'), ('system', 'NN'), ('report', 'NN'), ('piece', 'VBZ'), ('involuntarily', 'RB'), ('moved', 'VBN'), ('positioned', 'VBN'), ('holder', 'RBR'), ('pressing', 'VBG'), ('finger', 'NN'), ('holder', 'NN'), ('causing', 'VBG'), ('wound', 'NN'), ('right', 'RB'), ('chemo', 'NN')]","['replacing', 'telescopic', 'expansion', 'joint', 'hdpe', 'pipe', 'storm', 'drainage', 'pumping', 'system', 'report', 'piece', 'involuntarily', 'moved', 'positioned', 'holder', 'pressing', 'finger', 'holder', 'causing', 'wound', 'right', 'chemo']","['replacing', 'telescopic', 'expansion', 'joint', 'hdpe', 'pipe', 'storm', 'drainage', 'pumping', 'system', 'report', 'piece', 'involuntarily', 'moved', 'positioned', 'holder', 'pressing', 'finger', 'holder', 'causing', 'wound', 'right', 'chemo']","['replacing telescopic', 'telescopic expansion', 'expansion joint', 'joint hdpe', 'hdpe pipe', 'pipe storm', 'storm drainage', 'drainage pumping', 'pumping system', 'system report', 'report piece', 'piece involuntarily', 'involuntarily moved', 'moved positioned', 'positioned holder', 'holder pressing', 'pressing finger', 'finger holder', 'holder causing', 'causing wound', 'wound right', 'right chemo']","['replacing telescopic expansion', 'telescopic expansion joint', 'expansion joint hdpe', 'joint hdpe pipe', 'hdpe pipe storm', 'pipe storm drainage', 'storm drainage pumping', 'drainage pumping system', 'pumping system report', 'system report piece', 'report piece involuntarily', 'piece involuntarily moved', 'involuntarily moved positioned', 'moved positioned holder', 'positioned holder pressing', 'holder pressing finger', 'pressing finger holder', 'finger holder causing', 'holder causing wound', 'causing wound right', 'wound right chemo']"
2016-02-22,Country_01,Local_01,Mining,I,IV,Male,Third Party,Others,withdrawal kelly bar conductive bar kg length cm diameter equipment perforation part two worker one positioned low part tie bar injured one position upper part hold bar positioning bar platform lose control bar moving cm nd finger right hand pulley frame time accident worker wearing safety glove drill rig blocked,2016,2,Monday,"[('withdrawal', 'NN'), ('kelly', 'RB'), ('bar', 'RB'), ('conductive', 'JJ'), ('bar', 'NN'), ('kg', 'NN'), ('length', 'NN'), ('cm', 'NN'), ('diameter', 'NN'), ('equipment', 'NN'), ('perforation', 'NN'), ('part', 'NN'), ('two', 'CD'), ('worker', 'NN'), ('one', 'CD'), ('positioned', 'VBN'), ('low', 'JJ'), ('part', 'NN'), ('tie', 'NN'), ('bar', 'NN'), ('injured', 'VBD'), ('one', 'CD'), ('position', 'NN'), ('upper', 'IN'), ('part', 'NN'), ('hold', 'VBP'), ('bar', 'NN'), ('positioning', 'NN'), ('bar', 'NN'), ('platform', 'NN'), ('lose', 'VB'), ('control', 'NN'), ('bar', 'NN'), ('moving', 'VBG'), ('cm', 'JJ'), ('nd', 'RB'), ('finger', 'NN'), ('right', 'JJ'), ('hand', 'NN'), ('pulley', 'NN'), ('frame', 'NN'), ('time', 'NN'), ('accident', 'NN'), ('worker', 'NN'), ('wearing', 'VBG'), ('safety', 'NN'), ('glove', 'NN'), ('drill', 'NN'), ('rig', 'NN'), ('blocked', 'VBD')]","['withdrawal', 'kelly', 'bar', 'conductive', 'bar', 'kg', 'length', 'cm', 'diameter', 'equipment', 'perforation', 'part', 'two', 'worker', 'one', 'positioned', 'low', 'part', 'tie', 'bar', 'injured', 'one', 'position', 'upper', 'part', 'hold', 'bar', 'positioning', 'bar', 'platform', 'lose', 'control', 'bar', 'moving', 'cm', 'nd', 'finger', 'right', 'hand', 'pulley', 'frame', 'time', 'accident', 'worker', 'wearing', 'safety', 'glove', 'drill', 'rig', 'blocked']","['withdrawal', 'kelly', 'bar', 'conductive', 'bar', 'kg', 'length', 'cm', 'diameter', 'equipment', 'perforation', 'part', 'two', 'worker', 'one', 'positioned', 'low', 'part', 'tie', 'bar', 'injured', 'one', 'position', 'upper', 'part', 'hold', 'bar', 'positioning', 'bar', 'platform', 'lose', 'control', 'bar', 'moving', 'cm', 'nd', 'finger', 'right', 'hand', 'pulley', 'frame', 'time', 'accident', 'worker', 'wearing', 'safety', 'glove', 'drill', 'rig', 'blocked']","['withdrawal kelly', 'kelly bar', 'bar conductive', 'conductive bar', 'bar kg', 'kg length', 'length cm', 'cm diameter', 'diameter equipment', 'equipment perforation', 'perforation part', 'part two', 'two worker', 'worker one', 'one positioned', 'positioned low', 'low part', 'part tie', 'tie bar', 'bar injured', 'injured one', 'one position', 'position upper', 'upper part', 'part hold', 'hold bar', 'bar positioning', 'positioning bar', 'bar platform', 'platform lose', 'lose control', 'control bar', 'bar moving', 'moving cm', 'cm nd', 'nd finger', 'finger right', 'right hand', 'hand pulley', 'pulley frame', 'frame time', 'time accident', 'accident worker', 'worker wearing', 'wearing safety', 'safety glove', 'glove drill', 'drill rig', 'rig blocked']","['withdrawal kelly bar', 'kelly bar conductive', 'bar conductive bar', 'conductive bar kg', 'bar kg length', 'kg length cm', 'length cm diameter', 'cm diameter equipment', 'diameter equipment perforation', 'equipment perforation part', 'perforation part two', 'part two worker', 'two worker one', 'worker one positioned', 'one positioned low', 'positioned low part', 'low part tie', 'part tie bar', 'tie bar injured', 'bar injured one', 'injured one position', 'one position upper', 'position upper part', 'upper part hold', 'part hold bar', 'hold bar positioning', 'bar positioning bar', 'positioning bar platform', 'bar platform lose', 'platform lose control', 'lose control bar', 'control bar moving', 'bar moving cm', 'moving cm nd', 'cm nd finger', 'nd finger right', 'finger right hand', 'right hand pulley', 'hand pulley frame', 'pulley frame time', 'frame time accident', 'time accident worker', 'accident worker wearing', 'worker wearing safety', 'wearing safety glove', 'safety glove drill', 'glove drill rig', 'drill rig blocked']"
2016-02-24,Country_02,Local_07,Mining,I,V,Male,Employee,Others,starting activity removing coil electric cable warehouse help forklift truck operator notice beehive due movement coil bee excited realizing fact operator turned equipment left area people passing stung,2016,2,Wednesday,"[('starting', 'VBG'), ('activity', 'NN'), ('removing', 'VBG'), ('coil', 'NN'), ('electric', 'JJ'), ('cable', 'NN'), ('warehouse', 'NN'), ('help', 'NN'), ('forklift', 'VB'), ('truck', 'NN'), ('operator', 'NN'), ('notice', 'NN'), ('beehive', 'NN'), ('due', 'JJ'), ('movement', 'NN'), ('coil', 'NN'), ('bee', 'NN'), ('excited', 'VBD'), ('realizing', 'VBG'), ('fact', 'NN'), ('operator', 'NN'), ('turned', 'VBD'), ('equipment', 'NN'), ('left', 'JJ'), ('area', 'NN'), ('people', 'NNS'), ('passing', 'VBG'), ('stung', 'NN')]","['starting', 'activity', 'removing', 'coil', 'electric', 'cable', 'warehouse', 'help', 'forklift', 'truck', 'operator', 'notice', 'beehive', 'due', 'movement', 'coil', 'bee', 'excited', 'realizing', 'fact', 'operator', 'turned', 'equipment', 'left', 'area', 'people', 'passing', 'stung']","['starting', 'activity', 'removing', 'coil', 'electric', 'cable', 'warehouse', 'help', 'forklift', 'truck', 'operator', 'notice', 'beehive', 'due', 'movement', 'coil', 'bee', 'excited', 'realizing', 'fact', 'operator', 'turned', 'equipment', 'left', 'area', 'people', 'passing', 'stung']","['starting activity', 'activity removing', 'removing coil', 'coil electric', 'electric cable', 'cable warehouse', 'warehouse help', 'help forklift', 'forklift truck', 'truck operator', 'operator notice', 'notice beehive', 'beehive due', 'due movement', 'movement coil', 'coil bee', 'bee excited', 'excited realizing', 'realizing fact', 'fact operator', 'operator turned', 'turned equipment', 'equipment left', 'left area', 'area people', 'people passing', 'passing stung']","['starting activity removing', 'activity removing coil', 'removing coil electric', 'coil electric cable', 'electric cable warehouse', 'cable warehouse help', 'warehouse help forklift', 'help forklift truck', 'forklift truck operator', 'truck operator notice', 'operator notice beehive', 'notice beehive due', 'beehive due movement', 'due movement coil', 'movement coil bee', 'coil bee excited', 'bee excited realizing', 'excited realizing fact', 'realizing fact operator', 'fact operator turned', 'operator turned equipment', 'turned equipment left', 'equipment left area', 'left area people', 'area people passing', 'people passing stung']"
2016-02-24,Country_02,Local_07,Mining,I,V,Female,Third Party,Others,starting activity removing coil electric cable warehouse help forklift truck operator notice beehive due movement coil bee excited realizing fact operator turned equipment left area people passing stung,2016,2,Wednesday,"[('starting', 'VBG'), ('activity', 'NN'), ('removing', 'VBG'), ('coil', 'NN'), ('electric', 'JJ'), ('cable', 'NN'), ('warehouse', 'NN'), ('help', 'NN'), ('forklift', 'VB'), ('truck', 'NN'), ('operator', 'NN'), ('notice', 'NN'), ('beehive', 'NN'), ('due', 'JJ'), ('movement', 'NN'), ('coil', 'NN'), ('bee', 'NN'), ('excited', 'VBD'), ('realizing', 'VBG'), ('fact', 'NN'), ('operator', 'NN'), ('turned', 'VBD'), ('equipment', 'NN'), ('left', 'JJ'), ('area', 'NN'), ('people', 'NNS'), ('passing', 'VBG'), ('stung', 'NN')]","['starting', 'activity', 'removing', 'coil', 'electric', 'cable', 'warehouse', 'help', 'forklift', 'truck', 'operator', 'notice', 'beehive', 'due', 'movement', 'coil', 'bee', 'excited', 'realizing', 'fact', 'operator', 'turned', 'equipment', 'left', 'area', 'people', 'passing', 'stung']","['starting', 'activity', 'removing', 'coil', 'electric', 'cable', 'warehouse', 'help', 'forklift', 'truck', 'operator', 'notice', 'beehive', 'due', 'movement', 'coil', 'bee', 'excited', 'realizing', 'fact', 'operator', 'turned', 'equipment', 'left', 'area', 'people', 'passing', 'stung']","['starting activity', 'activity removing', 'removing coil', 'coil electric', 'electric cable', 'cable warehouse', 'warehouse help', 'help forklift', 'forklift truck', 'truck operator', 'operator notice', 'notice beehive', 'beehive due', 'due movement', 'movement coil', 'coil bee', 'bee excited', 'excited realizing', 'realizing fact', 'fact operator', 'operator turned', 'turned equipment', 'equipment left', 'left area', 'area people', 'people passing', 'passing stung']","['starting activity removing', 'activity removing coil', 'removing coil electric', 'coil electric cable', 'electric cable warehouse', 'cable warehouse help', 'warehouse help forklift', 'help forklift truck', 'forklift truck operator', 'truck operator notice', 'operator notice beehive', 'notice beehive due', 'beehive due movement', 'due movement coil', 'movement coil bee', 'coil bee excited', 'bee excited realizing', 'excited realizing fact', 'realizing fact operator', 'fact operator turned', 'operator turned equipment', 'turned equipment left', 'equipment left area', 'left area people', 'area people passing', 'people passing stung']"
2016-02-24,Country_01,Local_01,Mining,I,IV,Male,Employee,Others,pre use inspection jumbo check list equipment operator equipment find behind seat plastic bottle filled liquid apparently mineral water without label labeling take bottle take small sip liquid expelling immediately noticing water immediately proceeds wash enough water transferred medical center attention liquid contact esengrasante product equipment machinery low toxicity,2016,2,Wednesday,"[('pre', 'NN'), ('use', 'NN'), ('inspection', 'NN'), ('jumbo', 'JJ'), ('check', 'NN'), ('list', 'NN'), ('equipment', 'NN'), ('operator', 'NN'), ('equipment', 'NN'), ('find', 'VBP'), ('behind', 'IN'), ('seat', 'NN'), ('plastic', 'JJ'), ('bottle', 'NN'), ('filled', 'VBN'), ('liquid', 'NN'), ('apparently', 'RB'), ('mineral', 'JJ'), ('water', 'NN'), ('without', 'IN'), ('label', 'NN'), ('labeling', 'VBG'), ('take', 'VB'), ('bottle', 'JJ'), ('take', 'VB'), ('small', 'JJ'), ('sip', 'NNS'), ('liquid', 'JJ'), ('expelling', 'VBG'), ('immediately', 'RB'), ('noticing', 'JJ'), ('water', 'NN'), ('immediately', 'RB'), ('proceeds', 'VBZ'), ('wash', 'JJ'), ('enough', 'RB'), ('water', 'NN'), ('transferred', 'VBD'), ('medical', 'JJ'), ('center', 'NN'), ('attention', 'NN'), ('liquid', 'JJ'), ('contact', 'NN'), ('esengrasante', 'JJ'), ('product', 'NN'), ('equipment', 'NN'), ('machinery', 'NN'), ('low', 'JJ'), ('toxicity', 'NN')]","['pre', 'use', 'inspection', 'jumbo', 'check', 'list', 'equipment', 'operator', 'equipment', 'find', 'behind', 'seat', 'plastic', 'bottle', 'filled', 'liquid', 'apparently', 'mineral', 'water', 'without', 'label', 'labeling', 'take', 'bottle', 'take', 'small', 'sip', 'liquid', 'expelling', 'immediately', 'noticing', 'water', 'immediately', 'proceeds', 'wash', 'enough', 'water', 'transferred', 'medical', 'center', 'attention', 'liquid', 'contact', 'esengrasante', 'product', 'equipment', 'machinery', 'low', 'toxicity']","['pre', 'use', 'inspection', 'jumbo', 'check', 'list', 'equipment', 'operator', 'equipment', 'find', 'behind', 'seat', 'plastic', 'bottle', 'filled', 'liquid', 'apparently', 'mineral', 'water', 'without', 'label', 'labeling', 'take', 'bottle', 'take', 'small', 'sip', 'liquid', 'expelling', 'immediately', 'noticing', 'water', 'immediately', 'proceeds', 'wash', 'enough', 'water', 'transferred', 'medical', 'center', 'attention', 'liquid', 'contact', 'esengrasante', 'product', 'equipment', 'machinery', 'low', 'toxicity']","['pre use', 'use inspection', 'inspection jumbo', 'jumbo check', 'check list', 'list equipment', 'equipment operator', 'operator equipment', 'equipment find', 'find behind', 'behind seat', 'seat plastic', 'plastic bottle', 'bottle filled', 'filled liquid', 'liquid apparently', 'apparently mineral', 'mineral water', 'water without', 'without label', 'label labeling', 'labeling take', 'take bottle', 'bottle take', 'take small', 'small sip', 'sip liquid', 'liquid expelling', 'expelling immediately', 'immediately noticing', 'noticing water', 'water immediately', 'immediately proceeds', 'proceeds wash', 'wash enough', 'enough water', 'water transferred', 'transferred medical', 'medical center', 'center attention', 'attention liquid', 'liquid contact', 'contact esengrasante', 'esengrasante product', 'product equipment', 'equipment machinery', 'machinery low', 'low toxicity']","['pre use inspection', 'use inspection jumbo', 'inspection jumbo check', 'jumbo check list', 'check list equipment', 'list equipment operator', 'equipment operator equipment', 'operator equipment find', 'equipment find behind', 'find behind seat', 'behind seat plastic', 'seat plastic bottle', 'plastic bottle filled', 'bottle filled liquid', 'filled liquid apparently', 'liquid apparently mineral', 'apparently mineral water', 'mineral water without', 'water without label', 'without label labeling', 'label labeling take', 'labeling take bottle', 'take bottle take', 'bottle take small', 'take small sip', 'small sip liquid', 'sip liquid expelling', 'liquid expelling immediately', 'expelling immediately noticing', 'immediately noticing water', 'noticing water immediately', 'water immediately proceeds', 'immediately proceeds wash', 'proceeds wash enough', 'wash enough water', 'enough water transferred', 'water transferred medical', 'transferred medical center', 'medical center attention', 'center attention liquid', 'attention liquid contact', 'liquid contact esengrasante', 'contact esengrasante product', 'esengrasante product equipment', 'product equipment machinery', 'equipment machinery low', 'machinery low toxicity']"
2016-02-29,Country_02,Local_02,Mining,II,IV,Male,Employee,Others,maintenance flyght pump rotor oil pressure lubrication chamber caused chamber cover projected towards employee face striking superficially forehead causing injury,2016,2,Monday,"[('maintenance', 'NN'), ('flyght', 'VBD'), ('pump', 'NN'), ('rotor', 'NN'), ('oil', 'NN'), ('pressure', 'NN'), ('lubrication', 'NN'), ('chamber', 'NN'), ('caused', 'VBD'), ('chamber', 'NN'), ('cover', 'NN'), ('projected', 'VBD'), ('towards', 'NNS'), ('employee', 'NN'), ('face', 'NN'), ('striking', 'VBG'), ('superficially', 'RB'), ('forehead', 'JJ'), ('causing', 'VBG'), ('injury', 'NN')]","['maintenance', 'flyght', 'pump', 'rotor', 'oil', 'pressure', 'lubrication', 'chamber', 'caused', 'chamber', 'cover', 'projected', 'towards', 'employee', 'face', 'striking', 'superficially', 'forehead', 'causing', 'injury']","['maintenance', 'flyght', 'pump', 'rotor', 'oil', 'pressure', 'lubrication', 'chamber', 'caused', 'chamber', 'cover', 'projected', 'towards', 'employee', 'face', 'striking', 'superficially', 'forehead', 'causing', 'injury']","['maintenance flyght', 'flyght pump', 'pump rotor', 'rotor oil', 'oil pressure', 'pressure lubrication', 'lubrication chamber', 'chamber caused', 'caused chamber', 'chamber cover', 'cover projected', 'projected towards', 'towards employee', 'employee face', 'face striking', 'striking superficially', 'superficially forehead', 'forehead causing', 'causing injury']","['maintenance flyght pump', 'flyght pump rotor', 'pump rotor oil', 'rotor oil pressure', 'oil pressure lubrication', 'pressure lubrication chamber', 'lubrication chamber caused', 'chamber caused chamber', 'caused chamber cover', 'chamber cover projected', 'cover projected towards', 'projected towards employee', 'towards employee face', 'employee face striking', 'face striking superficially', 'striking superficially forehead', 'superficially forehead causing', 'forehead causing injury']"
2016-02-26,Country_01,Local_06,Metals,I,IV,Male,Third Party (Remote),Pressurized Systems / Chemical Substances,approx leakage sulfur dioxide section due water seal blowing due overpressure acid plant moment collaborator cormei company eissa cosapi work near impacted area evacuated medical center care returned usual work,2016,2,Friday,"[('approx', 'JJ'), ('leakage', 'NN'), ('sulfur', 'NN'), ('dioxide', 'NN'), ('section', 'NN'), ('due', 'JJ'), ('water', 'NN'), ('seal', 'NN'), ('blowing', 'VBG'), ('due', 'JJ'), ('overpressure', 'NN'), ('acid', 'NN'), ('plant', 'NN'), ('moment', 'NN'), ('collaborator', 'NN'), ('cormei', 'NN'), ('company', 'NN'), ('eissa', 'VB'), ('cosapi', 'NN'), ('work', 'NN'), ('near', 'IN'), ('impacted', 'JJ'), ('area', 'NN'), ('evacuated', 'VBD'), ('medical', 'JJ'), ('center', 'NN'), ('care', 'NN'), ('returned', 'VBD'), ('usual', 'JJ'), ('work', 'NN')]","['approx', 'leakage', 'sulfur', 'dioxide', 'section', 'due', 'water', 'seal', 'blowing', 'due', 'overpressure', 'acid', 'plant', 'moment', 'collaborator', 'cormei', 'company', 'eissa', 'cosapi', 'work', 'near', 'impacted', 'area', 'evacuated', 'medical', 'center', 'care', 'returned', 'usual', 'work']","['approx', 'leakage', 'sulfur', 'dioxide', 'section', 'due', 'water', 'seal', 'blowing', 'due', 'overpressure', 'acid', 'plant', 'moment', 'collaborator', 'cormei', 'company', 'eissa', 'cosapi', 'work', 'near', 'impacted', 'area', 'evacuated', 'medical', 'center', 'care', 'returned', 'usual', 'work']","['approx leakage', 'leakage sulfur', 'sulfur dioxide', 'dioxide section', 'section due', 'due water', 'water seal', 'seal blowing', 'blowing due', 'due overpressure', 'overpressure acid', 'acid plant', 'plant moment', 'moment collaborator', 'collaborator cormei', 'cormei company', 'company eissa', 'eissa cosapi', 'cosapi work', 'work near', 'near impacted', 'impacted area', 'area evacuated', 'evacuated medical', 'medical center', 'center care', 'care returned', 'returned usual', 'usual work']","['approx leakage sulfur', 'leakage sulfur dioxide', 'sulfur dioxide section', 'dioxide section due', 'section due water', 'due water seal', 'water seal blowing', 'seal blowing due', 'blowing due overpressure', 'due overpressure acid', 'overpressure acid plant', 'acid plant moment', 'plant moment collaborator', 'moment collaborator cormei', 'collaborator cormei company', 'cormei company eissa', 'company eissa cosapi', 'eissa cosapi work', 'cosapi work near', 'work near impacted', 'near impacted area', 'impacted area evacuated', 'area evacuated medical', 'evacuated medical center', 'medical center care', 'center care returned', 'care returned usual', 'returned usual work']"
